OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Tongue_mean	Other_mean	Lip_mean	Gingiva_mean	Cheek_mean	taxonomy
370	18.7603781502	0.000875872537973	0.275023976924	0.275023976924	0.0	4.2373	0.0	0.355204545455	0.0	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Burkholderiaceae; 6__Ralstonia; 7__Ralstonia_u
424	15.3212320274	0.00407929883127	0.640449916509	1.0	0.0	0.79866	3.89513333333	0.60185	3.7219	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Micrococcaceae; 6__Paeniglutamicibacter; 7__Paeniglutamicibacter antarcticus
407	13.7056385193	0.00829629166818	0.808181670522	1.0	1.16002857143	1.81032	3.3703	0.0	0.0	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Enterobacteriales; 5__Enterobacteriaceae; 6__Klebsiella; 7__[Enterobacter] aerogenes
659	11.6800197584	0.0198963157372	0.808181670522	1.0	0.722228571429	2.06566	0.0	0.128513636364	4.6662	1__Prophage; 2__Proteobacteria prophage; 3__Gammaproteobacteria prophage; 4__Pseudomonadales prophage; 5__Pseudomonadaceae prophage; 6__Pseudomonas prophage; 7__Pseudomonas putida
138	11.6523756043	0.0201324680903	0.808181670522	1.0	2.41491428571	1.78922	0.0	0.173795454545	7.0784	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Alteromonadales; 5__Alteromonadaceae; 6__Marinobacter; 7__Marinobacter_u
344	11.1825031387	0.0245877157778	0.808181670522	1.0	0.518285714286	2.71294	0.0	0.2121	0.0	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Comamonadaceae; 6__Delftia; 7__Delftia lacustris
530	11.1416856361	0.0250169743387	0.808181670522	1.0	0.733285714286	1.26464	0.0	0.142709090909	3.7219	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pseudomonadales; 5__Pseudomonadaceae; 6__Pseudomonas; 7__Pseudomonas sp. LAMO17WK12:I2
620	11.0814514635	0.0256637034038	0.808181670522	1.0	2.7573	0.90954	4.32263333333	0.737322727273	0.0	1__Archaea; 2__Euryarchaeota; 3__Thermoplasmata; 4__Thermoplasmatales; 5__Ferroplasmaceae; 6__Acidiplasma; 7__Acidiplasma cupricumulans
519	11.071718543	0.0257697116056	0.808181670522	1.0	0.0	1.26464	2.73313333333	0.304713636364	0.0	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Enterobacteriales; 5__Enterobacteriaceae; 6__Shigella; 7__Shigella flexneri
218	10.9401872929	0.0272445149576	0.808181670522	1.0	0.0	1.76868	0.0	0.600804545455	5.2321	1__Bacteria; 2__Proteobacteria; 3__Alphaproteobacteria; 4__Rhodobacterales; 5__Rhodobacteraceae; 6__Paracoccus; 7__Paracoccus_u
