OTU	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	taxonomy
86	28.0677960270451	-6.34952147744442	0.911913055507513	-6.96285839872166	3.33436933985678e-12	4.20130536821954e-10	1__Bacteria; 2__Firmicutes; 3__Bacilli; 4__Lactobacillales; 5__Streptococcaceae; 6__Streptococcus; 7__Streptococcus pseudopneumoniae
30	516.020257427042	6.32083398902595	1.16108534095728	5.44390129309065	5.21261120397119e-08	2.1892967056679e-06	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Oxalobacteraceae; 6__Herbaspirillum; 7__Herbaspirillum autotrophicum
62	52.8681226896272	5.71878448635965	1.04309670867323	5.48250650089163	4.193415859647e-08	2.1892967056679e-06	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Oxalobacteraceae; 6__Oxalobacteraceae_u; 7__Oxalobacteraceae_u_u
71	44.6539207440305	5.55795542670027	1.0462034522221	5.31249960501979	1.08131661143634e-07	3.40614732602448e-06	1__Bacteria; 2__Bacteroidetes; 3__Flavobacteriia; 4__Flavobacteriales; 5__Flavobacteriaceae; 6__Elizabethkingia; 7__Elizabethkingia_u
29	988.596044309484	5.6570139822907	1.08494165824504	5.21411814110011	1.84693737162409e-07	4.6542821764927e-06	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Propionibacteriales; 5__Propionibacteriaceae; 6__Propionibacterium; 7__Propionibacterium_u
46	144.80367430486	5.79755177742373	1.12125160552591	5.17060733634753	2.33334402065165e-07	4.90002244336847e-06	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pseudomonadales; 5__Pseudomonadaceae; 6__Pseudomonas; 7__Pseudomonas fluorescens
43	166.190212543565	5.83930116064556	1.14602496317121	5.09526524141972	3.48253325874093e-07	6.26855986573367e-06	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pseudomonadales; 5__Moraxellaceae; 6__Acinetobacter; 7__Acinetobacter_u
55	83.2682905343526	5.55497413691106	1.12469190794032	4.93910741038764	7.84809768559378e-07	1.09873367598313e-05	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pseudomonadales; 5__Pseudomonadaceae; 6__Pseudomonas; 7__Pseudomonas sp. TKP
56	71.980867115147	5.4167203901316	1.09554470051178	4.94431709413699	7.64112435551429e-07	1.09873367598313e-05	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Oxalobacteraceae; 6__Herbaspirillum; 7__Herbaspirillum_u
115	16.1178044109512	-4.83131019953236	1.02371815698055	-4.71937531496197	2.36569994719705e-06	2.98078193346828e-05	1__Bacteria; 2__Firmicutes; 3__Bacilli; 4__Lactobacillales; 5__Streptococcaceae; 6__Streptococcus; 7__Streptococcus mitis
24	2378.6401050906	5.34524643300981	1.17518044715983	4.54844738604033	5.40431506178011e-06	6.19039725258449e-05	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pseudomonadales; 5__Pseudomonadaceae; 6__Pseudomonas; 7__Pseudomonas_u
84	29.7532346003823	-4.71098400940422	1.06061221825208	-4.44175913527382	8.92264070188797e-06	9.36877273698237e-05	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pasteurellales; 5__Pasteurellaceae; 6__Haemophilus; 7__Haemophilus parainfluenzae
89	21.6582186603356	4.59192531733993	1.04819883175749	4.38077698449706	1.18256860134813e-05	0.000114618187515281	1__Bacteria; 2__Proteobacteria; 3__Alphaproteobacteria; 4__Rhizobiales; 5__Rhizobiaceae; 6__Rhizobiaceae_u; 7__Rhizobiaceae_u_u
100	17.8650715550352	-3.38226795643277	0.779376949029383	-4.33970745560921	1.42672521615029e-05	0.000128405269453526	1__Bacteria; 2__Bacteroidetes; 3__Chitinophagia; 4__Chitinophagales; 5__Chitinophagaceae; 6__Sediminibacterium; 7__Sediminibacterium sp. OR53
87	25.2904914755556	3.72007490576729	0.91987839537558	4.04409422426799	5.25257934076638e-05	0.000441216664624376	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Burkholderiales_u; 6__Burkholderiales_u_u; 7__Burkholderiales_u_u_u
25	80.3869241951295	3.52621817529708	0.943193362658406	3.73859519680925	0.000185051419652596	0.00137155758095454	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Actinobacteria_u; 5__Actinobacteria_u_u; 6__Actinobacteria_u_u_u; 7__Actinobacteria_u_u_u_u
161	7.43008888479367	3.41596872189856	0.910412641721537	3.75211037869506	0.000175352223994169	0.00137155758095454	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pseudomonadales; 5__Pseudomonadaceae; 6__Pseudomonas; 7__Pseudomonas sp. PAMC 25886
